buy_time,id,vas_id,catboost
2019-01-13 21:00:00,11900,2,0.0
2019-01-06 21:00:00,11941,6,1.0
2019-01-13 21:00:00,11944,2,0.0
2019-01-13 21:00:00,12157,2,0.0
2019-01-06 21:00:00,12221,4,0.0
2019-01-13 21:00:00,12228,2,0.0
2019-01-13 21:00:00,12324,2,0.0
2019-01-06 21:00:00,12351,4,0.0
2019-01-06 21:00:00,12413,2,0.0
2019-01-06 21:00:00,12418,6,0.0
2019-01-13 21:00:00,12543,2,0.0
2019-01-06 21:00:00,12865,1,0.0
2019-01-13 21:00:00,12900,1,0.0
2019-01-13 21:00:00,13013,6,1.0
2019-01-20 21:00:00,13017,4,0.0
2019-01-13 21:00:00,13071,5,0.0
2019-01-13 21:00:00,13095,1,0.0
2019-01-13 21:00:00,13142,2,0.0
2019-01-06 21:00:00,13220,1,0.0
2019-01-06 21:00:00,13241,6,0.0
2019-01-06 21:00:00,13288,5,0.0
2019-01-13 21:00:00,13355,2,0.0
2019-01-06 21:00:00,13380,2,0.0
2019-01-13 21:00:00,13430,2,0.0
2019-01-06 21:00:00,13586,6,0.0
2019-01-06 21:00:00,13627,2,0.0
2019-01-06 21:00:00,13851,1,0.0
2019-01-13 21:00:00,13902,5,0.0
2019-01-20 21:00:00,13903,1,0.0
2019-01-13 21:00:00,14025,5,0.0
2019-01-13 21:00:00,14049,5,0.0
2019-01-06 21:00:00,14068,6,0.0
2019-01-06 21:00:00,14229,6,0.0
2019-01-13 21:00:00,14330,4,0.0
2019-01-13 21:00:00,14409,1,0.0
2019-01-20 21:00:00,14428,6,0.0
2019-01-13 21:00:00,14479,4,0.0
2019-01-13 21:00:00,14487,2,0.0
2019-01-06 21:00:00,14539,2,0.0
2019-01-13 21:00:00,14543,6,1.0
2019-01-06 21:00:00,14580,6,0.0
2019-01-06 21:00:00,14587,2,0.0
2019-01-06 21:00:00,14601,5,0.0
2019-01-13 21:00:00,14725,6,0.0
2019-01-13 21:00:00,14734,2,0.0
2019-01-13 21:00:00,14754,6,0.0
2019-01-06 21:00:00,14893,2,0.0
2019-01-20 21:00:00,14993,5,0.0
2019-01-06 21:00:00,15184,4,0.0
2019-01-06 21:00:00,15190,4,0.0
2019-01-13 21:00:00,15245,2,0.0
2019-01-13 21:00:00,15343,1,0.0
2019-01-20 21:00:00,15357,4,0.0
2019-01-13 21:00:00,15453,9,0.0
2019-01-06 21:00:00,15522,2,0.0
2019-01-13 21:00:00,15522,6,0.0
2019-01-06 21:00:00,15810,2,0.0
2019-01-13 21:00:00,15818,6,0.0
2019-01-06 21:00:00,15894,2,0.0
2019-01-06 21:00:00,15986,5,0.0
2019-01-13 21:00:00,16035,6,0.0
2019-01-06 21:00:00,16043,6,0.0
2019-01-06 21:00:00,16188,2,0.0
2019-01-13 21:00:00,16221,2,0.0
2019-01-13 21:00:00,16228,6,0.0
2019-01-06 21:00:00,16398,2,0.0
2019-01-13 21:00:00,16602,1,0.0
2019-01-13 21:00:00,16718,6,0.0
2019-01-13 21:00:00,16728,1,0.0
2019-01-06 21:00:00,16948,1,0.0
2019-01-06 21:00:00,17088,2,0.0
2019-01-06 21:00:00,17166,6,0.0
2019-01-13 21:00:00,17168,2,0.0
2019-01-06 21:00:00,17229,5,0.0
2019-01-20 21:00:00,17303,2,0.0
2019-01-13 21:00:00,17398,5,0.0
2019-01-13 21:00:00,17433,6,0.0
2019-01-06 21:00:00,17922,2,0.0
2019-01-13 21:00:00,17928,5,0.0
2019-01-06 21:00:00,17954,2,0.0
2019-01-13 21:00:00,17955,6,1.0
2019-01-20 21:00:00,17965,5,0.0
2019-01-06 21:00:00,17991,5,0.0
2019-01-20 21:00:00,18116,4,0.0
2019-01-13 21:00:00,18116,6,1.0
2019-01-06 21:00:00,18129,6,0.0
2019-01-13 21:00:00,18212,1,0.0
2019-01-13 21:00:00,18365,4,0.0
2019-01-13 21:00:00,18367,1,0.0
2019-01-13 21:00:00,18379,1,0.0
2019-01-13 21:00:00,18397,2,0.0
2019-01-13 21:00:00,18409,1,0.0
2019-01-13 21:00:00,18465,1,0.0
2019-01-13 21:00:00,18528,2,0.0
2019-01-13 21:00:00,18663,6,0.0
2019-01-13 21:00:00,18780,1,0.0
2019-01-13 21:00:00,18888,2,0.0
2019-01-13 21:00:00,18922,2,0.0
2019-01-20 21:00:00,18946,4,0.0
2019-01-06 21:00:00,18946,6,0.0
2019-01-13 21:00:00,18951,6,0.0
2019-01-06 21:00:00,18951,1,0.0
2019-01-06 21:00:00,19001,2,0.0
2019-01-20 21:00:00,19049,5,0.0
2019-01-06 21:00:00,19077,2,0.0
2019-01-13 21:00:00,19089,8,0.0
2019-01-20 21:00:00,19091,4,0.0
2019-01-13 21:00:00,19091,6,0.0
2019-01-06 21:00:00,19124,6,1.0
2019-01-06 21:00:00,19413,2,0.0
2019-01-13 21:00:00,19436,6,1.0
2019-01-13 21:00:00,19448,5,0.0
2019-01-06 21:00:00,19479,2,0.0
2019-01-13 21:00:00,19484,2,0.0
2019-01-13 21:00:00,19539,1,0.0
2019-01-06 21:00:00,19550,5,0.0
2019-01-13 21:00:00,19567,2,0.0
2019-01-13 21:00:00,19635,2,0.0
2019-01-06 21:00:00,19774,2,0.0
2019-01-06 21:00:00,19786,5,0.0
2019-01-13 21:00:00,19885,6,1.0
2019-01-13 21:00:00,19893,2,0.0
2019-01-20 21:00:00,20044,4,0.0
2019-01-06 21:00:00,20044,6,0.0
2019-01-06 21:00:00,20284,2,0.0
2019-01-13 21:00:00,20341,6,0.0
2019-01-13 21:00:00,20453,6,0.0
2019-01-13 21:00:00,20466,2,0.0
2019-01-20 21:00:00,20517,7,0.0
2019-01-13 21:00:00,20528,2,0.0
2019-01-06 21:00:00,20789,2,0.0
2019-01-06 21:00:00,20790,4,0.0
2019-01-13 21:00:00,20791,5,0.0
2019-01-13 21:00:00,20793,6,0.0
2019-01-06 21:00:00,20804,6,0.0
2019-01-06 21:00:00,20852,4,0.0
2019-01-06 21:00:00,20856,6,0.0
2019-01-13 21:00:00,20856,6,0.0
2019-01-06 21:00:00,20884,6,0.0
2019-01-13 21:00:00,20905,5,0.0
2019-01-13 21:00:00,20938,2,0.0
2019-01-20 21:00:00,20959,2,0.0
2019-01-06 21:00:00,20967,1,0.0
2019-01-20 21:00:00,21004,2,0.0
2019-01-06 21:00:00,21014,6,1.0
2019-01-13 21:00:00,21020,6,0.0
2019-01-06 21:00:00,21037,2,0.0
2019-01-13 21:00:00,21084,4,0.0
2019-01-20 21:00:00,21136,2,0.0
2019-01-20 21:00:00,21141,2,0.0
2019-01-13 21:00:00,21203,2,0.0
2019-01-13 21:00:00,21248,2,0.0
2019-01-20 21:00:00,21259,6,0.0
2019-01-20 21:00:00,21310,2,0.0
2019-01-20 21:00:00,21315,2,0.0
2019-01-06 21:00:00,21373,6,0.0
2019-01-06 21:00:00,21413,6,0.0
2019-01-13 21:00:00,21508,2,0.0
2019-01-06 21:00:00,21535,1,0.0
2019-01-06 21:00:00,21567,2,0.0
2019-01-06 21:00:00,21593,5,0.0
2019-01-06 21:00:00,21597,6,0.0
2019-01-13 21:00:00,21604,2,0.0
2019-01-06 21:00:00,21604,4,0.0
2019-01-13 21:00:00,21629,2,0.0
2019-01-20 21:00:00,21684,5,0.0
2019-01-06 21:00:00,21703,2,0.0
2019-01-13 21:00:00,21704,7,0.0
2019-01-13 21:00:00,21741,2,0.0
2019-01-06 21:00:00,21751,6,0.0
2019-01-13 21:00:00,21776,6,0.0
2019-01-13 21:00:00,21787,6,0.0
2019-01-13 21:00:00,21794,2,0.0
2019-01-13 21:00:00,21903,5,0.0
2019-01-06 21:00:00,21905,7,0.0
2019-01-20 21:00:00,21926,6,0.0
2019-01-13 21:00:00,21950,2,0.0
2019-01-06 21:00:00,22016,2,0.0
2019-01-06 21:00:00,22018,5,0.0
2019-01-06 21:00:00,22021,6,1.0
2019-01-13 21:00:00,22053,2,0.0
2019-01-13 21:00:00,22065,5,0.0
2019-01-06 21:00:00,22092,2,0.0
2019-01-13 21:00:00,22099,2,0.0
2019-01-13 21:00:00,22100,6,1.0
2019-01-13 21:00:00,22101,6,0.0
2019-01-20 21:00:00,22104,6,0.0
2019-01-06 21:00:00,22104,2,0.0
2019-01-13 21:00:00,22139,2,0.0
2019-01-13 21:00:00,22141,2,0.0
2019-01-06 21:00:00,22178,5,0.0
2019-01-13 21:00:00,22184,1,0.0
2019-01-20 21:00:00,22184,4,0.0
2019-01-06 21:00:00,22209,5,0.0
2019-01-13 21:00:00,22209,6,0.0
2019-01-20 21:00:00,22215,6,0.0
2019-01-20 21:00:00,22220,2,0.0
2019-01-06 21:00:00,22232,2,0.0
2019-01-13 21:00:00,22234,6,0.0
2019-01-06 21:00:00,22238,5,0.0
2019-01-06 21:00:00,22250,5,0.0
2019-01-13 21:00:00,22267,5,0.0
2019-01-13 21:00:00,22269,2,0.0
2019-01-20 21:00:00,22292,5,0.0
2019-01-06 21:00:00,22304,5,0.0
2019-01-06 21:00:00,22335,2,0.0
2019-01-13 21:00:00,22342,5,0.0
2019-01-13 21:00:00,22357,2,0.0
2019-01-13 21:00:00,22360,1,0.0
2019-01-13 21:00:00,22373,6,1.0
2019-01-20 21:00:00,22376,2,0.0
2019-01-13 21:00:00,22378,5,0.0
2019-01-13 21:00:00,22386,6,1.0
2019-01-13 21:00:00,22399,2,0.0
2019-01-06 21:00:00,22403,2,0.0
2019-01-13 21:00:00,22429,2,0.0
2019-01-06 21:00:00,22431,5,0.0
2019-01-13 21:00:00,22440,2,0.0
2019-01-20 21:00:00,22458,5,0.0
2019-01-20 21:00:00,22540,5,0.0
2019-01-13 21:00:00,22545,5,0.0
2019-01-20 21:00:00,22820,5,0.0
2019-01-13 21:00:00,23088,7,0.0
2019-01-06 21:00:00,23180,2,0.0
2019-01-13 21:00:00,23208,5,0.0
2019-01-06 21:00:00,23266,2,0.0
2019-01-06 21:00:00,23289,5,0.0
2019-01-13 21:00:00,23340,6,0.0
2019-01-20 21:00:00,23480,5,0.0
2019-01-06 21:00:00,23524,4,0.0
2019-01-20 21:00:00,23527,6,1.0
2019-01-20 21:00:00,23586,2,0.0
2019-01-06 21:00:00,23765,2,0.0
2019-01-06 21:00:00,23869,2,0.0
2019-01-06 21:00:00,23970,2,0.0
2019-01-13 21:00:00,23991,1,0.0
2019-01-13 21:00:00,24120,2,0.0
2019-01-06 21:00:00,24267,2,0.0
2019-01-13 21:00:00,24498,2,0.0
2019-01-06 21:00:00,24517,2,0.0
2019-01-06 21:00:00,24653,2,0.0
2019-01-06 21:00:00,24713,4,0.0
2019-01-13 21:00:00,24741,5,0.0
2019-01-06 21:00:00,24745,4,0.0
2019-01-06 21:00:00,24861,2,0.0
2019-01-06 21:00:00,24928,2,0.0
2019-01-13 21:00:00,24951,6,0.0
2019-01-06 21:00:00,24989,5,0.0
2019-01-13 21:00:00,25057,6,0.0
2019-01-06 21:00:00,25116,2,0.0
2019-01-06 21:00:00,25159,2,0.0
2019-01-06 21:00:00,25171,1,0.0
2019-01-13 21:00:00,25293,4,0.0
2019-01-06 21:00:00,25293,6,0.0
2019-01-13 21:00:00,25378,5,0.0
2019-01-13 21:00:00,25379,6,0.0
2019-01-13 21:00:00,25473,2,0.0
2019-01-06 21:00:00,25492,2,0.0
2019-01-13 21:00:00,25709,2,0.0
2019-01-06 21:00:00,25721,5,0.0
2019-01-13 21:00:00,25786,6,0.0
2019-01-20 21:00:00,25851,5,0.0
2019-01-06 21:00:00,25930,5,0.0
2019-01-13 21:00:00,26007,2,0.0
2019-01-13 21:00:00,26017,9,0.0
2019-01-13 21:00:00,26019,5,0.0
2019-01-20 21:00:00,26096,2,0.0
2019-01-13 21:00:00,26111,2,0.0
2019-01-06 21:00:00,26149,4,0.0
2019-01-06 21:00:00,26149,1,0.0
2019-01-06 21:00:00,26264,4,0.0
2019-01-13 21:00:00,26456,2,0.0
2019-01-13 21:00:00,26473,7,0.0
2019-01-13 21:00:00,26667,4,0.0
2019-01-06 21:00:00,26670,6,0.0
2019-01-13 21:00:00,26739,5,0.0
2019-01-13 21:00:00,26771,2,0.0
2019-01-06 21:00:00,26771,6,1.0
2019-01-06 21:00:00,26933,2,0.0
2019-01-13 21:00:00,27008,4,0.0
2019-01-13 21:00:00,27012,2,0.0
2019-01-13 21:00:00,27065,1,0.0
2019-01-06 21:00:00,27141,2,0.0
2019-01-06 21:00:00,27269,2,0.0
2019-01-06 21:00:00,27290,1,0.0
2019-01-06 21:00:00,27393,2,0.0
2019-01-13 21:00:00,27398,2,0.0
2019-01-13 21:00:00,27442,2,0.0
2019-01-13 21:00:00,27549,2,0.0
2019-01-06 21:00:00,27571,6,0.0
2019-01-20 21:00:00,27579,2,0.0
2019-01-13 21:00:00,27682,2,0.0
2019-01-06 21:00:00,27770,1,0.0
2019-01-06 21:00:00,27780,6,0.0
2019-01-13 21:00:00,27790,2,0.0
2019-01-13 21:00:00,27819,2,0.0
2019-01-13 21:00:00,27851,1,0.0
2019-01-06 21:00:00,27873,2,0.0
2019-01-06 21:00:00,27983,2,0.0
2019-01-13 21:00:00,27991,2,0.0
2019-01-13 21:00:00,28065,6,0.0
2019-01-06 21:00:00,28075,6,0.0
2019-01-13 21:00:00,28196,6,0.0
2019-01-06 21:00:00,28263,2,0.0
2019-01-13 21:00:00,28296,1,0.0
2019-01-13 21:00:00,28341,1,0.0
2019-01-13 21:00:00,28387,2,0.0
2019-01-13 21:00:00,28469,5,0.0
2019-01-20 21:00:00,28514,4,0.0
2019-01-06 21:00:00,28514,6,0.0
2019-01-20 21:00:00,28516,6,0.0
2019-01-13 21:00:00,28556,2,0.0
2019-01-20 21:00:00,28557,5,0.0
2019-01-06 21:00:00,28722,6,0.0
2019-01-20 21:00:00,28780,2,0.0
2019-01-13 21:00:00,28835,5,0.0
2019-01-13 21:00:00,29000,6,0.0
2019-01-20 21:00:00,29014,1,0.0
2019-01-06 21:00:00,29106,2,0.0
2019-01-13 21:00:00,29129,5,0.0
2019-01-06 21:00:00,29218,6,0.0
2019-01-20 21:00:00,29230,6,0.0
2019-01-13 21:00:00,29267,1,0.0
2019-01-06 21:00:00,29289,6,0.0
2019-01-06 21:00:00,29348,2,0.0
2019-01-06 21:00:00,29419,6,1.0
2019-01-06 21:00:00,29465,1,0.0
2019-01-06 21:00:00,29584,1,0.0
2019-01-13 21:00:00,29611,6,0.0
2019-01-13 21:00:00,29623,1,0.0
2019-01-06 21:00:00,29626,2,0.0
2019-01-06 21:00:00,29685,5,0.0
2019-01-20 21:00:00,29772,6,0.0
2019-01-13 21:00:00,29827,2,0.0
2019-01-13 21:00:00,29899,6,1.0
2019-01-06 21:00:00,29907,6,0.0
2019-01-20 21:00:00,30127,5,0.0
2019-01-13 21:00:00,30411,2,0.0
2019-01-13 21:00:00,30453,2,0.0
2019-01-13 21:00:00,30597,5,0.0
2019-01-20 21:00:00,30610,2,0.0
2019-01-13 21:00:00,30613,5,0.0
2019-01-06 21:00:00,30614,2,0.0
2019-01-06 21:00:00,30677,6,0.0
2019-01-13 21:00:00,30716,2,0.0
2019-01-13 21:00:00,30758,5,0.0
2019-01-13 21:00:00,30831,6,0.0
2019-01-13 21:00:00,30866,6,0.0
2019-01-20 21:00:00,31018,2,0.0
2019-01-13 21:00:00,31145,1,0.0
2019-01-06 21:00:00,31206,6,0.0
2019-01-13 21:00:00,31324,1,0.0
2019-01-13 21:00:00,31363,2,0.0
2019-01-20 21:00:00,31456,2,0.0
2019-01-06 21:00:00,31619,2,0.0
2019-01-06 21:00:00,31653,2,0.0
2019-01-13 21:00:00,31672,1,0.0
2019-01-13 21:00:00,31706,2,0.0
2019-01-13 21:00:00,31719,2,0.0
2019-01-13 21:00:00,31738,1,0.0
2019-01-13 21:00:00,31759,6,1.0
2019-01-20 21:00:00,31774,1,0.0
2019-01-13 21:00:00,31775,2,0.0
2019-01-20 21:00:00,31920,2,0.0
2019-01-06 21:00:00,31921,2,0.0
2019-01-06 21:00:00,31955,2,0.0
2019-01-20 21:00:00,32067,2,0.0
2019-01-06 21:00:00,32067,4,0.0
2019-01-06 21:00:00,32083,2,0.0
2019-01-20 21:00:00,32162,1,0.0
2019-01-06 21:00:00,32182,5,0.0
2019-01-06 21:00:00,32243,2,0.0
2019-01-13 21:00:00,32275,1,0.0
2019-01-13 21:00:00,32288,1,0.0
2019-01-13 21:00:00,32299,1,0.0
2019-01-20 21:00:00,32363,2,0.0
2019-01-13 21:00:00,32389,2,0.0
2019-01-06 21:00:00,32585,2,0.0
2019-01-13 21:00:00,32626,4,0.0
2019-01-13 21:00:00,32679,6,0.0
2019-01-13 21:00:00,32809,8,0.0
2019-01-13 21:00:00,32953,4,0.0
2019-01-13 21:00:00,32980,5,0.0
2019-01-06 21:00:00,33273,2,0.0
2019-01-13 21:00:00,33495,2,0.0
2019-01-20 21:00:00,33502,2,0.0
2019-01-06 21:00:00,33514,2,0.0
2019-01-13 21:00:00,33747,6,0.0
2019-01-20 21:00:00,33826,2,0.0
2019-01-06 21:00:00,33840,5,0.0
2019-01-13 21:00:00,34175,2,0.0
2019-01-13 21:00:00,34267,1,0.0
2019-01-13 21:00:00,34300,5,0.0
2019-01-13 21:00:00,34354,2,0.0
2019-01-13 21:00:00,34425,2,0.0
2019-01-13 21:00:00,34486,5,0.0
2019-01-06 21:00:00,34622,2,0.0
2019-01-20 21:00:00,34750,9,0.0
2019-01-13 21:00:00,35063,2,0.0
2019-01-13 21:00:00,35132,2,0.0
2019-01-13 21:00:00,35284,2,0.0
2019-01-20 21:00:00,35505,2,0.0
2019-01-13 21:00:00,35590,1,0.0
2019-01-06 21:00:00,35670,2,0.0
2019-01-06 21:00:00,35737,5,0.0
2019-01-20 21:00:00,35827,2,0.0
2019-01-20 21:00:00,35831,6,0.0
2019-01-13 21:00:00,35832,1,0.0
2019-01-20 21:00:00,35833,6,0.0
2019-01-06 21:00:00,35902,1,0.0
2019-01-13 21:00:00,36133,2,0.0
2019-01-20 21:00:00,36184,4,0.0
2019-01-20 21:00:00,36305,5,0.0
2019-01-06 21:00:00,36487,2,0.0
2019-01-20 21:00:00,36496,2,0.0
2019-01-20 21:00:00,36533,2,0.0
2019-01-06 21:00:00,36591,5,0.0
2019-01-06 21:00:00,36771,5,0.0
2019-01-13 21:00:00,36809,2,0.0
2019-01-13 21:00:00,36818,7,0.0
2019-01-13 21:00:00,36844,2,0.0
2019-01-06 21:00:00,36972,2,0.0
2019-01-20 21:00:00,37090,1,0.0
2019-01-13 21:00:00,37684,1,0.0
2019-01-13 21:00:00,37700,5,0.0
2019-01-13 21:00:00,37752,6,0.0
2019-01-06 21:00:00,37840,2,0.0
2019-01-13 21:00:00,37853,4,0.0
2019-01-20 21:00:00,37869,2,0.0
2019-01-06 21:00:00,37870,2,0.0
2019-01-13 21:00:00,38045,5,0.0
2019-01-06 21:00:00,38068,1,0.0
2019-01-13 21:00:00,38072,5,0.0
2019-01-06 21:00:00,38169,5,0.0
2019-01-13 21:00:00,38228,5,0.0
2019-01-13 21:00:00,38240,5,0.0
2019-01-13 21:00:00,38319,5,0.0
2019-01-13 21:00:00,38377,1,0.0
2019-01-13 21:00:00,38382,6,0.0
2019-01-13 21:00:00,38468,2,0.0
2019-01-06 21:00:00,38579,2,0.0
2019-01-13 21:00:00,38647,2,0.0
2019-01-13 21:00:00,38678,2,0.0
2019-01-20 21:00:00,38889,5,0.0
2019-01-20 21:00:00,39035,1,0.0
2019-01-13 21:00:00,39051,6,0.0
2019-01-13 21:00:00,39072,1,0.0
2019-01-13 21:00:00,39192,1,0.0
2019-01-06 21:00:00,39218,6,0.0
2019-01-20 21:00:00,39238,4,0.0
2019-01-06 21:00:00,39251,8,0.0
2019-01-20 21:00:00,39361,6,0.0
2019-01-06 21:00:00,39411,6,0.0
2019-01-06 21:00:00,39464,2,0.0
2019-01-06 21:00:00,39606,5,0.0
2019-01-20 21:00:00,39934,6,0.0
2019-01-06 21:00:00,39945,6,0.0
2019-01-06 21:00:00,39996,5,0.0
2019-01-06 21:00:00,40137,8,0.0
2019-01-06 21:00:00,40191,6,0.0
2019-01-06 21:00:00,40192,6,1.0
2019-01-06 21:00:00,40222,4,0.0
2019-01-06 21:00:00,40267,6,0.0
2019-01-13 21:00:00,40267,2,0.0
2019-01-06 21:00:00,40299,2,0.0
2019-01-06 21:00:00,40342,6,0.0
2019-01-06 21:00:00,40434,1,0.0
2019-01-20 21:00:00,40453,5,0.0
2019-01-13 21:00:00,40507,2,0.0
2019-01-20 21:00:00,40589,1,0.0
2019-01-13 21:00:00,40802,2,0.0
2019-01-06 21:00:00,40818,8,0.0
2019-01-20 21:00:00,40999,2,0.0
2019-01-13 21:00:00,41009,2,0.0
2019-01-13 21:00:00,41093,2,0.0
2019-01-06 21:00:00,41155,2,0.0
2019-01-06 21:00:00,41249,5,0.0
2019-01-13 21:00:00,41293,2,0.0
2019-01-13 21:00:00,41378,2,0.0
2019-01-06 21:00:00,41674,2,0.0
